student_id,name,email,phone,batch_id,section,department,scheme,primary_campus,time_slot,year,semester,enrollment_date,gender,date_of_birth,address,guardian_name,guardian_phone,status,roll_number,admission_category,hostel_required,transport_required,emergency_contact,blood_group,previous_education,entrance_exam_score,scholarship_eligible,assigned_teacher_id
STU222962,Tripti Sharaf,stu222962@university.edu,05451141423,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-03-15,Male,2004-10-03,033; Kumar Chowk; Chennai 679850,Ethan Golla,1493938096,Active,A30062,EWS,Yes,No,+914209884075,B-,Higher Secondary Education,87,No,TCH1004
STU222963,Chanakya Prashad,stu222963@university.edu,5056454921,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-10-06,Other,2004-08-21,99/281 Baria Chowk Phagwara 731878,Falak Uppal,8306195888,Active,A30063,ST,Yes,No,00427460923,O+,Higher Secondary Education,71,Yes,TCH1024
STU222964,Riya Morar,stu222964@university.edu,8219883775,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-11-27,Female,2003-09-22,27; Dass Ganj Saharanpur-151212,Chaitanya Chakraborty,07710768007,Active,A30064,ST,No,Yes,7477475823,B-,Higher Secondary Education,88,No,TCH1011
STU222965,Anirudh Balay,stu222965@university.edu,+912058031160,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-06-30,Female,2007-01-13,15/057 Sagar Zila Adoni 354121,Nihal Sood,4580297114,Active,A30065,OBC,Yes,Yes,+917100567613,O-,Higher Secondary Education,78,Yes,TCH1041
STU222966,Ekbal Goyal,stu222966@university.edu,+911671135097,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-05-29,Male,2006-06-25,706; Sastry Marg; Jamalpur-159080,Aradhana Rau,09978213532,Active,A30066,SC,No,No,+915269008228,O-,Higher Secondary Education,89,Yes,TCH1056
STU222967,Vansha Kumar,stu222967@university.edu,1113676148,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-04-09,Other,2004-12-23,41/27 Mishra Path Dharmavaram 767540,Girindra Narayanan,+913328956444,Active,A30067,ST,No,No,06563264159,A+,Higher Secondary Education,95,Yes,TCH1072
STU222968,Reyansh Palla,stu222968@university.edu,8128269771,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-06-23,Other,2005-10-21,H.No. 693; Sengupta Circle; Raiganj-390516,Brijesh Sharaf,+912223583562,Active,A30068,EWS,Yes,No,+914210398165,A+,Higher Secondary Education,64,No,TCH1016
STU222969,Vidhi Subramanian,stu222969@university.edu,+918795256560,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-01-28,Male,2007-04-29,78; Om Marg; Narasaraopet 542341,Tanish Shankar,+911471911281,Active,A30069,ST,No,No,06266972333,B-,Higher Secondary Education,64,Yes,TCH1076
STU222970,Inaya Baral,stu222970@university.edu,7417700395,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-09-15,Female,2003-06-22,20/38; Singh Road; Kakinada-062542,Urvashi Mandal,+918426186333,Active,A30070,SC,Yes,No,6668556115,A-,Higher Secondary Education,67,No,TCH1068
STU222971,Zilmil Nayak,stu222971@university.edu,05988675570,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-08-01,Male,2008-02-24,62/55 Kohli Ganj; Shivpuri-928129,Meera Seshadri,+911080994787,Active,A30071,General,No,Yes,3223546134,A+,Higher Secondary Education,71,No,TCH1035
STU222972,Raksha Ganesh,stu222972@university.edu,09292855150,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-12-23,Other,2007-01-21,810; Ahuja Road Tirunelveli-837725,Jeremiah Atwal,07686649589,Active,A30072,ST,No,No,+911377696404,O-,Higher Secondary Education,63,Yes,TCH1083
STU222973,Ekta Bhatia,stu222973@university.edu,+918266218144,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-04-11,Male,2006-07-15,92/62; Sarin Road Amritsar-340099,Jalsa Rai,09971034306,Active,A30073,EWS,Yes,Yes,+918529239985,A-,Higher Secondary Education,66,Yes,TCH1044
STU222974,Aayush Varty,stu222974@university.edu,+914244101154,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-10-12,Male,2005-10-28,H.No. 667; Devan Bhilai-914129,Orinder Bail,+910477071067,Active,A30074,EWS,No,Yes,9039853779,O-,Higher Secondary Education,77,Yes,TCH1074
STU222975,Ekantika Grewal,stu222975@university.edu,2295495733,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-07,Female,2004-12-24,H.No. 370; Agarwal Marg Raebareli-188479,Samarth Joshi,2453663872,Active,A30075,EWS,No,Yes,+911174098307,B+,Higher Secondary Education,70,Yes,TCH1025
STU222976,Mason Parmer,stu222976@university.edu,+918706309380,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-29,Other,2004-05-19,184; Patla Road; Ramagundam 059095,Lopa Subramaniam,+912270394596,Active,A30076,OBC,Yes,Yes,03646078935,O+,Higher Secondary Education,70,Yes,TCH1002
STU222977,Xiti Tata,stu222977@university.edu,+919850196864,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-05-26,Other,2007-07-18,H.No. 81; Bassi Street; Jalandhar 291376,Anmol Walla,+911051015110,Active,A30077,OBC,Yes,Yes,01008197660,AB+,Higher Secondary Education,71,No,TCH1084
STU222978,Kiaan Bora,stu222978@university.edu,02225140881,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-01-09,Male,2006-08-25,91/321; Mann Path; Barasat 355731,Wishi Palla,04215920175,Active,A30078,SC,No,No,04764255071,B-,Higher Secondary Education,90,No,TCH1004
STU222979,Niharika Bora,stu222979@university.edu,00186650673,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-01,Female,2005-11-17,H.No. 105 Rastogi Circle; Dhanbad-809418,Abha Nadig,3591643211,Active,A30079,General,No,No,8630856292,O+,Higher Secondary Education,83,No,TCH1087
STU222980,Agastya Bhattacharyya,stu222980@university.edu,+918450817728,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-02-23,Female,2005-11-25,688; Rao Street; Bathinda 334301,Maanav Naik,+917424533628,Active,A30080,General,No,No,0115467743,B-,Higher Secondary Education,83,No,TCH1033
STU222981,Rachana Dora,stu222981@university.edu,0916073974,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-30,Male,2005-02-12,56 More Zila South Dumdum-182900,Luke Balasubramanian,2882403073,Active,A30081,SC,No,Yes,+918873167762,AB+,Higher Secondary Education,84,No,TCH1071
STU222982,Mohini Thakkar,stu222982@university.edu,4877863401,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-01-04,Female,2005-10-16,58/168; Bhardwaj Chowk Visakhapatnam 216352,Oscar Bhatti,+917532339854,Active,A30082,EWS,Yes,No,3760114097,B-,Higher Secondary Education,78,Yes,TCH1085
STU222983,Chatura Wali,stu222983@university.edu,0862770949,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-09-06,Other,2006-09-16,10; Guha Circle Gaya 558241,Rachita Chandra,03112474434,Active,A30083,EWS,No,Yes,+910261421851,O+,Higher Secondary Education,91,Yes,TCH1056
STU222984,Luke Krishna,stu222984@university.edu,08725029462,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-09-29,Female,2004-11-13,H.No. 19 Lall Zila; Proddatur 353042,Zarna Agarwal,06156038341,Active,A30084,EWS,No,Yes,05043603030,B+,Higher Secondary Education,61,No,TCH1061
STU222985,Jeevika Bhargava,stu222985@university.edu,02928505472,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-11-10,Other,2002-09-23,H.No. 97 Bhakta Circle; Korba-764317,Guneet Agrawal,7841477062,Active,A30085,ST,Yes,No,01581123223,B-,Higher Secondary Education,70,No,TCH1079
STU222986,Ishani Ganesan,stu222986@university.edu,09214951482,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-02-18,Other,2005-05-17,H.No. 54 Sekhon; Dehri-301235,Ayaan Sabharwal,01088643049,Active,A30086,SC,No,Yes,07298942200,O+,Higher Secondary Education,81,Yes,TCH1046
STU222987,Finn Singh,stu222987@university.edu,04959666743,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-09-17,Other,2003-11-14,H.No. 59; Morar Zila Ulhasnagar-944446,Netra Bal,8129775217,Active,A30087,SC,No,Yes,02666858592,AB-,Higher Secondary Education,62,Yes,TCH1069
STU222988,Bakhshi Bains,stu222988@university.edu,08526838950,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-03-05,Female,2005-04-16,72/18 Shanker Zila; Mysore-027664,Hitesh Amble,9837953378,Active,A30088,ST,Yes,Yes,05624794588,A+,Higher Secondary Education,89,Yes,TCH1036
STU222989,Fiyaz Jayaraman,stu222989@university.edu,+913819800778,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-10-31,Other,2004-05-15,42/41; Lad Chowk Buxar-993637,Abeer Wason,07709204960,Active,A30089,OBC,Yes,No,2440112828,O-,Higher Secondary Education,74,No,TCH1019
STU222990,Amol Thaman,stu222990@university.edu,+915427704596,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-18,Female,2003-03-15,42/532 Khosla Circle Bulandshahr-569452,Balhaar Behl,05952710500,Active,A30090,SC,Yes,Yes,+916594926776,A+,Higher Secondary Education,64,No,TCH1018
STU222991,Harinakshi Thakur,stu222991@university.edu,5203559248,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-05-10,Other,2008-03-08,68/26 Soni Singrauli-455579,Barkha Balakrishnan,+917440006728,Active,A30091,SC,Yes,No,05479095649,A+,Higher Secondary Education,68,Yes,TCH1039
STU222992,Ekaraj Mohan,stu222992@university.edu,+915981041344,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-10,Male,2004-10-23,90/449; Bansal Road Uluberia-010343,Ranveer Gaba,8877654278,Active,A30092,OBC,Yes,No,05133423853,B-,Higher Secondary Education,81,Yes,TCH1009
STU222993,Ryan Pal,stu222993@university.edu,6126681678,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-06-30,Female,2008-04-08,H.No. 10; Rana Nagar Hosur 818193,Tanveer Muni,+917141014974,Active,A30093,EWS,No,Yes,9169760535,B-,Higher Secondary Education,91,No,TCH1025
STU222994,Irya Raju,stu222994@university.edu,3697649399,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-05-21,Other,2004-10-03,90/861; Sangha Marg Maheshtala-988436,Xiti Dua,+914391038900,Active,A30094,General,Yes,Yes,04472037497,B-,Higher Secondary Education,82,Yes,TCH1036
STU222995,Samesh Kothari,stu222995@university.edu,06623872910,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-25,Female,2004-09-17,228; Garg; Satna 842839,Shivansh Wason,+917763133749,Active,A30095,SC,Yes,No,06986972006,AB+,Higher Secondary Education,69,No,TCH1087
STU222996,Udant Verma,stu222996@university.edu,+917076048362,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-09-20,Male,2006-08-11,H.No. 727 Atwal Circle Kozhikode 351443,Simon Sastry,5432690245,Active,A30096,SC,Yes,Yes,1150335547,AB-,Higher Secondary Education,91,Yes,TCH1068
STU222997,Amol Sibal,stu222997@university.edu,05999716308,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-08-15,Other,2003-01-03,56/254; Dugal Nagar Nizamabad 486812,Samaksh Choudhury,00995248945,Active,A30097,SC,No,No,+912667696609,AB-,Higher Secondary Education,65,No,TCH1081
STU222998,Yashasvi Bumb,stu222998@university.edu,0712826113,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-06-19,Male,2005-01-04,H.No. 02 Vora Marg; Ranchi 620125,Kai Buch,+911976091595,Active,A30098,EWS,Yes,Yes,+911277577945,AB-,Higher Secondary Education,66,Yes,TCH1062
STU222999,Azaan Sachdeva,stu222999@university.edu,03885645946,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-10,Female,2002-09-24,03/19; Ghosh Akola-295395,Dakshesh Parikh,01178529664,Active,A30099,SC,No,Yes,+916911888636,O-,Higher Secondary Education,62,No,TCH1018
STU223000,Vaishnavi Sehgal,stu223000@university.edu,07484964311,A30,A30,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-09-17,Male,2002-08-19,98/062; Ram Tirunelveli 192895,Unni Lalla,03373912747,Active,A30100,EWS,Yes,No,9569313203,O-,Higher Secondary Education,72,Yes,TCH1057
STU223001,Chakradev Rege,stu223001@university.edu,5891317750,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-09-15,Male,2003-10-10,H.No. 23; Varty Chowk; Vijayawada-239729,Bimala Salvi,00418349006,Active,A31001,OBC,Yes,No,06966267206,O-,Higher Secondary Education,83,No,TCH1093
STU223002,Veda Gulati,stu223002@university.edu,+910878274473,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-05-31,Female,2003-11-01,02; Jaggi Street; Amritsar 791132,Xavier Aurora,1601058187,Active,A31002,SC,Yes,Yes,+910627213045,O+,Higher Secondary Education,61,No,TCH1068
STU223003,Hema Kapoor,stu223003@university.edu,+915470015898,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-07-20,Other,2008-04-24,H.No. 451; Krish Nagar Srinagar-799965,Ethan Krishnan,07982219449,Active,A31003,ST,No,Yes,06322801021,A+,Higher Secondary Education,63,No,TCH1074
STU223004,Kashish Dara,stu223004@university.edu,0889583711,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-03-31,Male,2003-06-14,H.No. 36; Sheth Nagar; Kalyan-Dombivli 737177,Oeshi Shroff,01852567129,Active,A31004,EWS,No,Yes,6524505907,A+,Higher Secondary Education,75,No,TCH1010
STU223005,Kashvi Sarna,stu223005@university.edu,09249574257,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-01-05,Other,2008-01-28,53 Cheema Path; Ujjain-556030,Faris Sankar,3418139879,Active,A31005,ST,Yes,No,04401785781,AB-,Higher Secondary Education,62,No,TCH1093
STU223006,Kevin Zachariah,stu223006@university.edu,5982780995,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-10-21,Male,2007-09-26,72/17; Desai Marg Katihar 566496,Henry Lanka,09296521554,Active,A31006,ST,No,Yes,6193793110,A-,Higher Secondary Education,71,Yes,TCH1036
STU223007,Tripti Seth,stu223007@university.edu,+914356427550,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-12-24,Other,2003-01-12,H.No. 946; Loke Zila; Ulhasnagar-659908,Gayathri Iyengar,6827495055,Active,A31007,EWS,Yes,No,1250927768,AB-,Higher Secondary Education,65,No,TCH1084
STU223008,Faraj Buch,stu223008@university.edu,6314204259,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-02-11,Male,2006-02-12,H.No. 002; Sachdeva; Dewas-873649,Chatresh Bhagat,1018319925,Active,A31008,OBC,No,Yes,+917836679662,O+,Higher Secondary Education,79,No,TCH1006
STU223009,Qushi Choudhury,stu223009@university.edu,2066944017,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-05-23,Other,2004-06-28,92/971; Amble Path Mahbubnagar-265737,Barkha Andra,+912438960212,Active,A31009,OBC,Yes,Yes,8809347583,B-,Higher Secondary Education,76,Yes,TCH1061
STU223010,Kamya Bhavsar,stu223010@university.edu,8887750982,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-01-18,Female,2003-03-28,H.No. 556 Gola Road; Belgaum 630881,Amruta Lanka,2770282280,Active,A31010,ST,No,No,05961009236,B+,Higher Secondary Education,64,Yes,TCH1092
STU223011,Gauri Mander,stu223011@university.edu,+916313959001,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-08-11,Female,2006-06-03,28; Dhingra Zila; Vadodara-444254,Idika Bahri,+919962651287,Active,A31011,EWS,Yes,No,9376434981,AB+,Higher Secondary Education,72,Yes,TCH1067
STU223012,Qadim Narayan,stu223012@university.edu,+918620212290,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-12-24,Other,2006-12-26,59 Basu Zila; Amaravati 139095,Krisha Choudhury,+915317239570,Active,A31012,SC,Yes,No,+916440725288,AB-,Higher Secondary Education,74,Yes,TCH1005
STU223013,Anya Singh,stu223013@university.edu,8927377410,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-12-15,Other,2006-07-31,H.No. 253 Srinivasan Path Dehri-460308,Ikbal Bhat,+918541768691,Active,A31013,EWS,No,No,8459459752,A-,Higher Secondary Education,66,No,TCH1003
STU223014,Janya Dara,stu223014@university.edu,09399875372,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-05-05,Male,2003-03-04,H.No. 501 Golla Chowk; Tiruchirappalli-300638,Samaksh Sahota,00460045427,Active,A31014,EWS,Yes,No,07190810722,B+,Higher Secondary Education,84,No,TCH1009
STU223015,Forum Sagar,stu223015@university.edu,7397116120,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-06-14,Male,2004-10-01,H.No. 38 Tara Chowk; Kalyan-Dombivli 582066,Leela Desai,07762704581,Active,A31015,OBC,Yes,No,03428053454,B+,Higher Secondary Education,65,Yes,TCH1094
STU223016,Krisha Sood,stu223016@university.edu,05270691571,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-06-07,Male,2006-06-02,02; Batta Zila; Jalandhar 201454,Devika Mahal,+917166483695,Active,A31016,EWS,Yes,Yes,05095251213,A-,Higher Secondary Education,95,Yes,TCH1051
STU223017,Harshil Nazareth,stu223017@university.edu,7207943132,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-06-04,Female,2005-05-23,97/43; Dalal Road Latur 500969,Vasudha Roy,02522094975,Active,A31017,ST,Yes,No,+913375056475,O+,Higher Secondary Education,90,Yes,TCH1004
STU223018,Yashoda Jhaveri,stu223018@university.edu,+912868741479,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-11-06,Male,2003-05-13,706 Borah Circle; Satara-332116,Vanya Chaudhuri,09209333241,Active,A31018,EWS,No,No,02137638810,A+,Higher Secondary Education,88,No,TCH1045
STU223019,Dominic Jha,stu223019@university.edu,07085266495,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-01-08,Female,2003-09-23,582; Bumb Chowk Burhanpur 571996,Wazir Shah,+911040514836,Active,A31019,OBC,Yes,No,08670017661,AB+,Higher Secondary Education,80,Yes,TCH1002
STU223020,Guneet Shukla,stu223020@university.edu,+910192056857,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-09-08,Male,2006-08-05,24/150; Bawa Road Jalandhar 957162,Warjas Varkey,02429102018,Active,A31020,OBC,No,Yes,+913467769695,O-,Higher Secondary Education,95,Yes,TCH1028
STU223021,Eshana Natt,stu223021@university.edu,0662080000,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-03-10,Other,2003-09-03,85/82 Narasimhan Zila; Dehradun-645899,Frederick Bir,6568912898,Active,A31021,SC,Yes,Yes,1915080330,AB-,Higher Secondary Education,92,No,TCH1058
STU223022,Eta Devi,stu223022@university.edu,5880434758,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-07-23,Male,2005-10-04,77 Misra Chowk Bellary-097117,Faras Kota,+916519916129,Active,A31022,OBC,Yes,No,7701953171,A+,Higher Secondary Education,73,No,TCH1053
STU223023,Brijesh Pandit,stu223023@university.edu,5927492684,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-04-05,Other,2005-02-24,H.No. 83; Sood Nagar; Mau 857593,Abha Rajagopal,06667701540,Active,A31023,SC,No,Yes,7953178280,B+,Higher Secondary Education,75,No,TCH1070
STU223024,Laban Khare,stu223024@university.edu,9185341211,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-05-24,Male,2003-10-07,98/655; Bhakta Road Bijapur 527235,Gopal Puri,01938295306,Active,A31024,General,Yes,Yes,+915760146508,O-,Higher Secondary Education,71,Yes,TCH1007
STU223025,Ishani Ghosh,stu223025@university.edu,5090279311,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-12-29,Male,2006-02-25,H.No. 90 Bajwa Chowk; Purnia 925503,Caleb Sibal,04984639759,Active,A31025,OBC,Yes,No,08821408889,O+,Higher Secondary Education,63,Yes,TCH1070
STU223026,Urvi Loyal,stu223026@university.edu,04506989105,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-06-04,Male,2004-01-23,496; Kaur Chowk Serampore 668007,Lohit Vig,5920557058,Active,A31026,OBC,Yes,Yes,+912113747941,B-,Higher Secondary Education,94,Yes,TCH1047
STU223027,Urmi Chawla,stu223027@university.edu,4461186195,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-11-06,Male,2005-11-20,145 Chaudhry Nagar Haridwar-212601,Ijaya Wable,06073826340,Active,A31027,General,Yes,Yes,+916984657836,O+,Higher Secondary Education,93,Yes,TCH1093
STU223028,Triveni Bhatnagar,stu223028@university.edu,+916527543273,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-12-11,Male,2005-10-19,H.No. 630; Dhar; Rourkela-555488,Sudiksha Cherian,+912972291315,Active,A31028,ST,Yes,Yes,+910994396921,A-,Higher Secondary Education,90,Yes,TCH1049
STU223029,Devansh Chandran,stu223029@university.edu,+913230098141,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-03-17,Female,2005-11-15,30/35; Thaker Zila Rajpur Sonarpur-638082,Hitesh Wadhwa,4556728967,Active,A31029,EWS,No,No,3087692279,O+,Higher Secondary Education,90,Yes,TCH1006
STU223030,Arunima Patel,stu223030@university.edu,01568800175,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-12-03,Male,2007-03-24,62 Sachdev Circle Aligarh 292192,Radha Garde,05752790329,Active,A31030,SC,Yes,Yes,1991698070,AB+,Higher Secondary Education,66,Yes,TCH1061
STU223031,Nathaniel Jain,stu223031@university.edu,+915731657543,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-06-06,Female,2003-08-25,85/601; Sanghvi Path Alappuzha 290959,Udyati Bakshi,03475088386,Active,A31031,General,No,Yes,+914964213079,AB+,Higher Secondary Education,95,No,TCH1004
STU223032,Warinder Bhat,stu223032@university.edu,5470439692,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-06-07,Male,2007-03-24,18/51; Sharma Ganj; Dehri 877056,Laksh Rajagopal,3228030513,Active,A31032,OBC,Yes,No,+919153175441,A+,Higher Secondary Education,93,No,TCH1011
STU223033,Varenya Sharaf,stu223033@university.edu,+917180552290,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-11-23,Other,2006-10-16,H.No. 71 Nadkarni Zila; Ghaziabad-315654,Aishani Dhingra,2969303763,Active,A31033,General,No,No,00483682140,AB-,Higher Secondary Education,76,No,TCH1054
STU223034,Owen Choudhary,stu223034@university.edu,+914175462341,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-03-26,Male,2007-10-02,40; Rege Zila Visakhapatnam 421932,Sai Pandey,+916276735454,Active,A31034,EWS,No,No,00972804415,AB-,Higher Secondary Education,84,Yes,TCH1077
STU223035,Bimala Das,stu223035@university.edu,01904064209,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-06-12,Female,2008-04-11,H.No. 007 Mittal Marg Ratlam-435175,Balveer Arora,+912247643371,Active,A31035,ST,No,Yes,3190680875,B-,Higher Secondary Education,88,No,TCH1094
STU223036,Bhavya Deep,stu223036@university.edu,+914591307562,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-02-05,Other,2007-09-21,137 Parikh Circle; Mangalore 363047,Rachita Cherian,2915469797,Active,A31036,EWS,No,Yes,08264534273,O+,Higher Secondary Education,75,No,TCH1052
STU223037,Vyanjana Issac,stu223037@university.edu,+915969845331,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-02-01,Male,2007-10-17,H.No. 55; Chaudry Street; Arrah-908859,Finn Shere,4198280261,Active,A31037,ST,No,No,6268488480,B-,Higher Secondary Education,61,No,TCH1047
STU223038,Megha Verma,stu223038@university.edu,+915611004262,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2024-10-11,Male,2006-05-28,95/87 Iyer Path; Bihar Sharif 976663,Hritik Setty,09284295495,Active,A31038,ST,Yes,Yes,03500373485,O-,Higher Secondary Education,78,Yes,TCH1022
STU223039,Hritik Modi,stu223039@university.edu,4707053048,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-11-30,Male,2003-06-15,H.No. 56; Yohannan Nagar Bokaro-984846,Chanakya Mammen,05257740794,Active,A31039,SC,No,Yes,5540125671,AB+,Higher Secondary Education,79,No,TCH1049
STU223040,Devansh Zacharia,stu223040@university.edu,02773406985,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-09-16,Female,2003-08-18,87/78; Bali Chowk Kolkata 107930,Fiyaz Nagy,4671331090,Active,A31040,ST,Yes,Yes,+917782273081,A+,Higher Secondary Education,78,Yes,TCH1010
STU223041,Jack Palla,stu223041@university.edu,+913093803075,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,2,2025-01-17,Female,2003-07-31,43 Bhakta Marg Bharatpur-234992,Mekhala Buch,1437146876,Active,A31041,General,No,Yes,+914224941192,A-,Higher Secondary Education,83,Yes,TCH1038
STU223042,Adweta Kashyap,stu223042@university.edu,+913799944021,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-01-15,Male,2004-03-05,H.No. 937; Dhaliwal Chowk; Khandwa 248578,Gunbir Sidhu,8121139211,Active,A31042,EWS,No,No,0184796169,B-,Higher Secondary Education,86,No,TCH1062
STU223043,Ayush Mohanty,stu223043@university.edu,8907990709,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-12-16,Female,2002-07-09,H.No. 491 Gupta Karnal-189611,Kiaan Handa,+916674900738,Active,A31043,ST,No,No,4270333917,O+,Higher Secondary Education,92,No,TCH1003
STU223044,Ayushman Upadhyay,stu223044@university.edu,+915376048296,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2024-11-01,Female,2003-08-09,295 Sami Circle; Rampur-295187,Tara Chahal,+913316325040,Active,A31044,EWS,Yes,Yes,9306738097,A+,Higher Secondary Education,77,Yes,TCH1063
STU223045,Fiyaz Rau,stu223045@university.edu,9372981944,A31,A31,Mechanical Engineering,A,Campus-3,08:00-14:30,1,1,2025-04-26,Female,2002-10-08,231 Pall Road; Noida 088183,Ijaya Bahri,03532087620,Active,A31045,OBC,Yes,No,6317922612,B+,Higher Secondary Education,69,Yes,TCH1085
