slot_index,batch_id,section,day,time_start,time_end,subject_code,subject_name,teacher_id,teacher_name,room_id,room_name,campus,activity_type,department,scheme
50,B07,B07,Saturday,14:00,15:00,SC.EL_B,Science Elective,TCH1028,Ryan Sharma,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,B
51,B07,B07,Saturday,15:00,16:00,SC.EL_B,Science Elective,TCH1064,Manthan Sekhon,R1052,Theory Classroom 204,Campus-15B,Lecture,Computer Science Engineering,B
52,B07,B07,Saturday,16:00,17:00,T&NM_B,Transform and Numerical Methods,TCH1005,Nicholas Prabhakar,R1016,Theory Classroom C-22,Campus-15B,Lecture,Computer Science Engineering,B
53,B07,B07,Saturday,17:00,18:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1011,Anirudh Choudhury,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,B
0,B08,B08,Monday,08:00,09:00,PHY_B,Physics,TCH1013,Jai Kota,R1036,Theory Classroom CLA11,Campus-15B,Lecture,Computer Science Engineering,B
1,B08,B08,Monday,09:00,10:00,SC.LS_B,Science of Living Systems,TCH1064,Manthan Sekhon,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,B
2,B08,B08,Monday,10:00,11:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1077,Lipika Setty,R1032,Theory Classroom CLA7,Campus-15B,Lecture,Computer Science Engineering,B
3,B08,B08,Monday,11:20,12:20,SC.LS_B,Science of Living Systems,TCH1057,Anita Tella,R1036,Theory Classroom CLA11,Campus-15B,Lecture,Computer Science Engineering,B
4,B08,B08,Monday,13:00,14:00,SC.EL_B,Science Elective,TCH1045,Tripti Dua,R1035,Theory Classroom CLA10,Campus-15B,Lecture,Computer Science Engineering,B
5,B08,B08,Monday,14:00,15:00,PHY_LAB_B,Physics Lab,TCH1066,Harish Vora,R1011,Theory Classroom C-17,Campus-15B,Lecture,Computer Science Engineering,B
6,B08,B08,Monday,15:00,16:00,SC.EL_B,Science Elective,TCH1094,Bimala Contractor,R1007,Theory Classroom C-13,Campus-15B,Lecture,Computer Science Engineering,B
7,B08,B08,Monday,16:00,17:00,ENGG.EL_B,Engineering Elective,TCH1027,Nicholas Goel,R1028,Theory Classroom CLA3,Campus-15B,Lecture,Computer Science Engineering,B
8,B08,B08,Monday,17:00,18:00,ENGG.EL_B,Engineering Elective,TCH1060,Netra Varkey,R1042,Theory Classroom CLA17,Campus-15B,Lecture,Computer Science Engineering,B
9,B08,B08,Tuesday,08:00,09:00,ENGG.EL_B,Engineering Elective,TCH1041,Arunima Sama,R1032,Theory Classroom CLA7,Campus-15B,Lecture,Computer Science Engineering,B
10,B08,B08,Tuesday,09:00,10:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1048,Vamakshi Swaminathan,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
11,B08,B08,Tuesday,10:00,11:00,SC.LS_B,Science of Living Systems,TCH1065,Nirja Bassi,R1016,Theory Classroom C-22,Campus-15B,Lecture,Computer Science Engineering,B
12,B08,B08,Tuesday,11:20,12:20,SC.EL_B,Science Elective,TCH1041,Arunima Sama,R1061,Civil Lab,Campus-15B,Lecture,Computer Science Engineering,B
13,B08,B08,Tuesday,13:00,14:00,T&NM_B,Transform and Numerical Methods,TCH1078,Teerth Sawhney,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
14,B08,B08,Tuesday,14:00,15:00,SC.EL_B,Science Elective,TCH1032,Nidra Acharya,R1001,Theory Classroom C-7,Campus-15B,Lecture,Computer Science Engineering,B
15,B08,B08,Tuesday,15:00,16:00,SC.EL_B,Science Elective,TCH1072,Watika Mangat,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
16,B08,B08,Tuesday,16:00,17:00,PHY_LAB_B,Physics Lab,TCH1078,Teerth Sawhney,R1025,Theory Classroom E205,Campus-15B,Lecture,Computer Science Engineering,B
17,B08,B08,Tuesday,17:00,18:00,SC.LS_B,Science of Living Systems,TCH1085,Ojasvi Chandran,R1054,Physics Lab,Campus-15B,Lecture,Computer Science Engineering,B
18,B08,B08,Wednesday,08:00,09:00,EVS_B,Environmental Science,TCH1033,Frado Mander,R1022,Theory Classroom C-28,Campus-15B,Lecture,Computer Science Engineering,B
19,B08,B08,Wednesday,09:00,10:00,PHY_LAB_B,Physics Lab,TCH1030,Lekha Gupta,R1022,Theory Classroom C-28,Campus-15B,Lecture,Computer Science Engineering,B
20,B08,B08,Wednesday,10:00,11:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1078,Teerth Sawhney,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,B
21,B08,B08,Wednesday,11:20,12:20,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1045,Tripti Dua,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,B
22,B08,B08,Wednesday,13:00,14:00,EVS_B,Environmental Science,TCH1061,Amara Deep,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,B
23,B08,B08,Wednesday,14:00,15:00,PHY_LAB_B,Physics Lab,TCH1031,Charita Tripathi,R1037,Theory Classroom CLA12,Campus-15B,Lecture,Computer Science Engineering,B
24,B08,B08,Wednesday,15:00,16:00,PHY_LAB_B,Physics Lab,TCH1089,Gavin Wali,R1011,Theory Classroom C-17,Campus-15B,Lecture,Computer Science Engineering,B
25,B08,B08,Wednesday,16:00,17:00,SC.EL_B,Science Elective,TCH1086,Kalpit Bhasin,R1001,Theory Classroom C-7,Campus-15B,Lecture,Computer Science Engineering,B
26,B08,B08,Wednesday,17:00,18:00,EVS_B,Environmental Science,TCH1090,Nachiket Dugar,R1040,Theory Classroom CLA15,Campus-15B,Lecture,Computer Science Engineering,B
27,B08,B08,Thursday,08:00,09:00,T&NM_B,Transform and Numerical Methods,TCH1079,Gavin Kala,R1057,Computer Lab-1,Campus-15B,Lecture,Computer Science Engineering,B
28,B08,B08,Thursday,09:00,10:00,ENGG.EL_B,Engineering Elective,TCH1090,Nachiket Dugar,R1066,Sports Yoga (SY),Campus-15B,Lecture,Computer Science Engineering,B
29,B08,B08,Thursday,10:00,11:00,SC.LS_B,Science of Living Systems,TCH1054,Dalaja Bhasin,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
30,B08,B08,Thursday,11:20,12:20,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1038,David Jhaveri,R1050,Theory Classroom 202,Campus-15B,Lecture,Computer Science Engineering,B
31,B08,B08,Thursday,13:00,14:00,PHY_B,Physics,TCH1061,Amara Deep,R1028,Theory Classroom CLA3,Campus-15B,Lecture,Computer Science Engineering,B
32,B08,B08,Thursday,14:00,15:00,PHY_B,Physics,TCH1014,Veer Bir,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,B
33,B08,B08,Thursday,15:00,16:00,SC.EL_B,Science Elective,TCH1021,Samarth Murthy,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,B
34,B08,B08,Thursday,16:00,17:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1040,Meera Bala,R1016,Theory Classroom C-22,Campus-15B,Lecture,Computer Science Engineering,B
35,B08,B08,Thursday,17:00,18:00,ENGG.EL_B,Engineering Elective,TCH1089,Gavin Wali,R1053,Theory Classroom 205,Campus-15B,Lecture,Computer Science Engineering,B
36,B08,B08,Friday,08:00,09:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1023,Abhiram Mistry,R1039,Theory Classroom CLA14,Campus-15B,Lecture,Computer Science Engineering,B
37,B08,B08,Friday,09:00,10:00,PHY_B,Physics,TCH1024,Samar Lalla,R1015,Theory Classroom C-21,Campus-15B,Lecture,Computer Science Engineering,B
38,B08,B08,Friday,10:00,11:00,T&NM_B,Transform and Numerical Methods,TCH1026,Joshua Barman,R1059,Engineering Drawing Lab,Campus-15B,Lecture,Computer Science Engineering,B
39,B08,B08,Friday,11:20,12:20,ENGG.EL_B,Engineering Elective,TCH1049,Pavani Narayanan,R1054,Physics Lab,Campus-15B,Lecture,Computer Science Engineering,B
40,B08,B08,Friday,13:00,14:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1008,Yashodhara Tak,R1004,Theory Classroom C-10,Campus-15B,Lecture,Computer Science Engineering,B
41,B08,B08,Friday,14:00,15:00,SC.LS_B,Science of Living Systems,TCH1042,Anmol Dua,R1063,Materials Lab,Campus-15B,Lecture,Computer Science Engineering,B
42,B08,B08,Friday,15:00,16:00,ENGG.EL_B,Engineering Elective,TCH1031,Charita Tripathi,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
43,B08,B08,Friday,16:00,17:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1091,Hemani Sani,R1060,Mechanical Lab,Campus-15B,Lecture,Computer Science Engineering,B
44,B08,B08,Friday,17:00,18:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1054,Dalaja Bhasin,R1048,Theory Classroom B-104,Campus-15B,Lecture,Computer Science Engineering,B
45,B08,B08,Saturday,08:00,09:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1080,Viraj Narasimhan,R1007,Theory Classroom C-13,Campus-15B,Lecture,Computer Science Engineering,B
46,B08,B08,Saturday,09:00,10:00,T&NM_B,Transform and Numerical Methods,TCH1051,Akshay Walla,R1057,Computer Lab-1,Campus-15B,Lecture,Computer Science Engineering,B
47,B08,B08,Saturday,10:00,11:00,SC.LS_B,Science of Living Systems,TCH1048,Vamakshi Swaminathan,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,B
48,B08,B08,Saturday,11:20,12:20,SC.EL_B,Science Elective,TCH1054,Dalaja Bhasin,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,B
49,B08,B08,Saturday,13:00,14:00,PHY_LAB_B,Physics Lab,TCH1094,Bimala Contractor,R1040,Theory Classroom CLA15,Campus-15B,Lecture,Computer Science Engineering,B
50,B08,B08,Saturday,14:00,15:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1042,Anmol Dua,R1032,Theory Classroom CLA7,Campus-15B,Lecture,Computer Science Engineering,B
51,B08,B08,Saturday,15:00,16:00,ENGG.EL_B,Engineering Elective,TCH1047,Aarna Oak,R1022,Theory Classroom C-28,Campus-15B,Lecture,Computer Science Engineering,B
52,B08,B08,Saturday,16:00,17:00,T&NM_B,Transform and Numerical Methods,TCH1062,Umang Comar,R1033,Theory Classroom CLA8,Campus-15B,Lecture,Computer Science Engineering,B
53,B08,B08,Saturday,17:00,18:00,T&NM_B,Transform and Numerical Methods,TCH1011,Anirudh Choudhury,R1042,Theory Classroom CLA17,Campus-15B,Lecture,Computer Science Engineering,B
0,B09,B09,Monday,08:00,09:00,SC.EL_B,Science Elective,TCH1083,Sachi Borah,R1048,Theory Classroom B-104,Campus-15B,Lecture,Computer Science Engineering,B
1,B09,B09,Monday,09:00,10:00,SC.LS_B,Science of Living Systems,TCH1071,Rushil Rajagopalan,R1063,Materials Lab,Campus-15B,Lecture,Computer Science Engineering,B
2,B09,B09,Monday,10:00,11:00,ENGG.EL_B,Engineering Elective,TCH1013,Jai Kota,R1030,Theory Classroom CLA5,Campus-15B,Lecture,Computer Science Engineering,B
3,B09,B09,Monday,11:20,12:20,PHY_LAB_B,Physics Lab,TCH1013,Jai Kota,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,B
4,B09,B09,Monday,13:00,14:00,SC.EL_B,Science Elective,TCH1015,Urvashi Ray,R1003,Theory Classroom C-9,Campus-15B,Lecture,Computer Science Engineering,B
5,B09,B09,Monday,14:00,15:00,T&NM_B,Transform and Numerical Methods,TCH1016,Ikbal Kothari,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,B
6,B09,B09,Monday,15:00,16:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1051,Akshay Walla,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,B
7,B09,B09,Monday,16:00,17:00,PHY_LAB_B,Physics Lab,TCH1088,Amara Balakrishnan,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
8,B09,B09,Monday,17:00,18:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1063,Leela Halder,R1002,Theory Classroom C-8,Campus-15B,Lecture,Computer Science Engineering,B
9,B09,B09,Tuesday,08:00,09:00,SC.LS_B,Science of Living Systems,TCH1015,Urvashi Ray,R1019,Theory Classroom C-25,Campus-15B,Lecture,Computer Science Engineering,B
10,B09,B09,Tuesday,09:00,10:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1034,Elijah Shah,R1003,Theory Classroom C-9,Campus-15B,Lecture,Computer Science Engineering,B
11,B09,B09,Tuesday,10:00,11:00,EVS_B,Environmental Science,TCH1032,Nidra Acharya,R1037,Theory Classroom CLA12,Campus-15B,Lecture,Computer Science Engineering,B
12,B09,B09,Tuesday,11:20,12:20,PHY_B,Physics,TCH1064,Manthan Sekhon,R1024,Theory Classroom E105,Campus-15B,Lecture,Computer Science Engineering,B
13,B09,B09,Tuesday,13:00,14:00,T&NM_B,Transform and Numerical Methods,TCH1021,Samarth Murthy,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,B
14,B09,B09,Tuesday,14:00,15:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1014,Veer Bir,R1036,Theory Classroom CLA11,Campus-15B,Lecture,Computer Science Engineering,B
15,B09,B09,Tuesday,15:00,16:00,T&NM_B,Transform and Numerical Methods,TCH1072,Watika Mangat,R1020,Theory Classroom C-26,Campus-15B,Lecture,Computer Science Engineering,B
16,B09,B09,Tuesday,16:00,17:00,EVS_B,Environmental Science,TCH1019,Dakshesh Bedi,R1030,Theory Classroom CLA5,Campus-15B,Lecture,Computer Science Engineering,B
17,B09,B09,Tuesday,17:00,18:00,EVS_B,Environmental Science,TCH1036,Nathan Soman,R1066,Sports Yoga (SY),Campus-15B,Lecture,Computer Science Engineering,B
18,B09,B09,Wednesday,08:00,09:00,EVS_B,Environmental Science,TCH1022,Ethan Yogi,R1043,Theory Classroom LT-1,Campus-15B,Lecture,Computer Science Engineering,B
19,B09,B09,Wednesday,09:00,10:00,EVS_B,Environmental Science,TCH1032,Nidra Acharya,R1006,Theory Classroom C-12,Campus-15B,Lecture,Computer Science Engineering,B
20,B09,B09,Wednesday,10:00,11:00,SC.EL_B,Science Elective,TCH1041,Arunima Sama,R1015,Theory Classroom C-21,Campus-15B,Lecture,Computer Science Engineering,B
21,B09,B09,Wednesday,11:20,12:20,PHY_B,Physics,TCH1078,Teerth Sawhney,R1050,Theory Classroom 202,Campus-15B,Lecture,Computer Science Engineering,B
22,B09,B09,Wednesday,13:00,14:00,ENGG.EL_B,Engineering Elective,TCH1087,Yashica Kala,R1005,Theory Classroom C-11,Campus-15B,Lecture,Computer Science Engineering,B
23,B09,B09,Wednesday,14:00,15:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1027,Nicholas Goel,R1020,Theory Classroom C-26,Campus-15B,Lecture,Computer Science Engineering,B
24,B09,B09,Wednesday,15:00,16:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1073,Janya Deep,R1055,Chemistry Lab,Campus-15B,Lecture,Computer Science Engineering,B
25,B09,B09,Wednesday,16:00,17:00,PHY_LAB_B,Physics Lab,TCH1081,Wazir Naik,R1020,Theory Classroom C-26,Campus-15B,Lecture,Computer Science Engineering,B
26,B09,B09,Wednesday,17:00,18:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1066,Harish Vora,R1038,Theory Classroom CLA13,Campus-15B,Lecture,Computer Science Engineering,B
27,B09,B09,Thursday,08:00,09:00,PHY_B,Physics,TCH1042,Anmol Dua,R1004,Theory Classroom C-10,Campus-15B,Lecture,Computer Science Engineering,B
28,B09,B09,Thursday,09:00,10:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1084,Sudiksha Tiwari,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,B
29,B09,B09,Thursday,10:00,11:00,T&NM_B,Transform and Numerical Methods,TCH1017,Chandresh Zachariah,R1030,Theory Classroom CLA5,Campus-15B,Lecture,Computer Science Engineering,B
30,B09,B09,Thursday,11:20,12:20,SC.EL_B,Science Elective,TCH1061,Amara Deep,R1026,Theory Classroom CLA1,Campus-15B,Lecture,Computer Science Engineering,B
31,B09,B09,Thursday,13:00,14:00,T&NM_B,Transform and Numerical Methods,TCH1005,Nicholas Prabhakar,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,B
32,B09,B09,Thursday,14:00,15:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1011,Anirudh Choudhury,R1059,Engineering Drawing Lab,Campus-15B,Lecture,Computer Science Engineering,B
33,B09,B09,Thursday,15:00,16:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1062,Umang Comar,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
34,B09,B09,Thursday,16:00,17:00,PHY_B,Physics,TCH1051,Akshay Walla,R1050,Theory Classroom 202,Campus-15B,Lecture,Computer Science Engineering,B
35,B09,B09,Thursday,17:00,18:00,PHY_B,Physics,TCH1049,Pavani Narayanan,R1058,Computer Lab-2,Campus-15B,Lecture,Computer Science Engineering,B
36,B09,B09,Friday,08:00,09:00,PHY_B,Physics,TCH1021,Samarth Murthy,R1061,Civil Lab,Campus-15B,Lecture,Computer Science Engineering,B
37,B09,B09,Friday,09:00,10:00,SC.EL_B,Science Elective,TCH1009,Advay Contractor,R1012,Theory Classroom C-18,Campus-15B,Lecture,Computer Science Engineering,B
38,B09,B09,Friday,10:00,11:00,T&NM_B,Transform and Numerical Methods,TCH1010,Yashica Cherian,R1015,Theory Classroom C-21,Campus-15B,Lecture,Computer Science Engineering,B
39,B09,B09,Friday,11:20,12:20,T&NM_B,Transform and Numerical Methods,TCH1006,Ekta Bhalla,R1065,Programming Lab,Campus-15B,Lecture,Computer Science Engineering,B
40,B09,B09,Friday,13:00,14:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1075,Aishani Yadav,R1020,Theory Classroom C-26,Campus-15B,Lecture,Computer Science Engineering,B
41,B09,B09,Friday,14:00,15:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1089,Gavin Wali,R1059,Engineering Drawing Lab,Campus-15B,Lecture,Computer Science Engineering,B
42,B09,B09,Friday,15:00,16:00,SC.LS_B,Science of Living Systems,TCH1027,Nicholas Goel,R1037,Theory Classroom CLA12,Campus-15B,Lecture,Computer Science Engineering,B
43,B09,B09,Friday,16:00,17:00,PHY_B,Physics,TCH1070,Aadhya Andra,R1056,Electronics Lab,Campus-15B,Lecture,Computer Science Engineering,B
44,B09,B09,Friday,17:00,18:00,PHY_B,Physics,TCH1049,Pavani Narayanan,R1054,Physics Lab,Campus-15B,Lecture,Computer Science Engineering,B
45,B09,B09,Saturday,08:00,09:00,EVS_B,Environmental Science,TCH1077,Lipika Setty,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
46,B09,B09,Saturday,09:00,10:00,SC.EL_B,Science Elective,TCH1091,Hemani Sani,R1058,Computer Lab-2,Campus-15B,Lecture,Computer Science Engineering,B
47,B09,B09,Saturday,10:00,11:00,PHY_LAB_B,Physics Lab,TCH1031,Charita Tripathi,R1059,Engineering Drawing Lab,Campus-15B,Lecture,Computer Science Engineering,B
48,B09,B09,Saturday,11:20,12:20,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1086,Kalpit Bhasin,R1011,Theory Classroom C-17,Campus-15B,Lecture,Computer Science Engineering,B
49,B09,B09,Saturday,13:00,14:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1023,Abhiram Mistry,R1043,Theory Classroom LT-1,Campus-15B,Lecture,Computer Science Engineering,B
50,B09,B09,Saturday,14:00,15:00,SC.EL_B,Science Elective,TCH1005,Nicholas Prabhakar,R1021,Theory Classroom C-27,Campus-15B,Lecture,Computer Science Engineering,B
51,B09,B09,Saturday,15:00,16:00,SC.LS_B,Science of Living Systems,TCH1043,Nihal Mukhopadhyay,R1015,Theory Classroom C-21,Campus-15B,Lecture,Computer Science Engineering,B
52,B09,B09,Saturday,16:00,17:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1076,Timothy Bhatnagar,R1045,Theory Classroom B-101,Campus-15B,Lecture,Computer Science Engineering,B
53,B09,B09,Saturday,17:00,18:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1054,Dalaja Bhasin,R1015,Theory Classroom C-21,Campus-15B,Lecture,Computer Science Engineering,B
0,B10,B10,Monday,08:00,09:00,ENGG.EL_B,Engineering Elective,TCH1084,Sudiksha Tiwari,R1040,Theory Classroom CLA15,Campus-15B,Lecture,Computer Science Engineering,B
1,B10,B10,Monday,09:00,10:00,SC.EL_B,Science Elective,TCH1053,Frederick Kothari,R1018,Theory Classroom C-24,Campus-15B,Lecture,Computer Science Engineering,B
2,B10,B10,Monday,10:00,11:00,T&NM_B,Transform and Numerical Methods,TCH1040,Meera Bala,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
3,B10,B10,Monday,11:20,12:20,PHY_B,Physics,TCH1058,Amruta Baria,R1018,Theory Classroom C-24,Campus-15B,Lecture,Computer Science Engineering,B
4,B10,B10,Monday,13:00,14:00,SC.EL_B,Science Elective,TCH1031,Charita Tripathi,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,B
5,B10,B10,Monday,14:00,15:00,T&NM_B,Transform and Numerical Methods,TCH1057,Anita Tella,R1044,Theory Classroom 101,Campus-15B,Lecture,Computer Science Engineering,B
6,B10,B10,Monday,15:00,16:00,SC.LS_B,Science of Living Systems,TCH1022,Ethan Yogi,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,B
7,B10,B10,Monday,16:00,17:00,PHY_LAB_B,Physics Lab,TCH1059,Ekani Cheema,R1039,Theory Classroom CLA14,Campus-15B,Lecture,Computer Science Engineering,B
8,B10,B10,Monday,17:00,18:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1090,Nachiket Dugar,R1042,Theory Classroom CLA17,Campus-15B,Lecture,Computer Science Engineering,B
9,B10,B10,Tuesday,08:00,09:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1021,Samarth Murthy,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,B
10,B10,B10,Tuesday,09:00,10:00,SC.LS_B,Science of Living Systems,TCH1051,Akshay Walla,R1033,Theory Classroom CLA8,Campus-15B,Lecture,Computer Science Engineering,B
11,B10,B10,Tuesday,10:00,11:00,EVS_B,Environmental Science,TCH1042,Anmol Dua,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,B
12,B10,B10,Tuesday,11:20,12:20,EVS_B,Environmental Science,TCH1089,Gavin Wali,R1055,Chemistry Lab,Campus-15B,Lecture,Computer Science Engineering,B
13,B10,B10,Tuesday,13:00,14:00,T&NM_B,Transform and Numerical Methods,TCH1091,Hemani Sani,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
14,B10,B10,Tuesday,14:00,15:00,EVS_B,Environmental Science,TCH1047,Aarna Oak,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,B
15,B10,B10,Tuesday,15:00,16:00,ENGG.EL_B,Engineering Elective,TCH1059,Ekani Cheema,R1030,Theory Classroom CLA5,Campus-15B,Lecture,Computer Science Engineering,B
16,B10,B10,Tuesday,16:00,17:00,PHY_LAB_B,Physics Lab,TCH1040,Meera Bala,R1052,Theory Classroom 204,Campus-15B,Lecture,Computer Science Engineering,B
17,B10,B10,Tuesday,17:00,18:00,PHY_B,Physics,TCH1010,Yashica Cherian,R1026,Theory Classroom CLA1,Campus-15B,Lecture,Computer Science Engineering,B
18,B10,B10,Wednesday,08:00,09:00,PHY_B,Physics,TCH1008,Yashodhara Tak,R1062,Electrical Lab,Campus-15B,Lecture,Computer Science Engineering,B
19,B10,B10,Wednesday,09:00,10:00,PHY_LAB_B,Physics Lab,TCH1055,Shravya Singhal,R1017,Theory Classroom C-23,Campus-15B,Lecture,Computer Science Engineering,B
20,B10,B10,Wednesday,10:00,11:00,SC.LS_B,Science of Living Systems,TCH1013,Jai Kota,R1044,Theory Classroom 101,Campus-15B,Lecture,Computer Science Engineering,B
21,B10,B10,Wednesday,11:20,12:20,ENGG.EL_B,Engineering Elective,TCH1055,Shravya Singhal,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,B
22,B10,B10,Wednesday,13:00,14:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1065,Nirja Bassi,R1062,Electrical Lab,Campus-15B,Lecture,Computer Science Engineering,B
23,B10,B10,Wednesday,14:00,15:00,T&NM_B,Transform and Numerical Methods,TCH1091,Hemani Sani,R1026,Theory Classroom CLA1,Campus-15B,Lecture,Computer Science Engineering,B
24,B10,B10,Wednesday,15:00,16:00,SC.EL_B,Science Elective,TCH1059,Ekani Cheema,R1011,Theory Classroom C-17,Campus-15B,Lecture,Computer Science Engineering,B
25,B10,B10,Wednesday,16:00,17:00,EVS_B,Environmental Science,TCH1039,Thomas Sura,R1053,Theory Classroom 205,Campus-15B,Lecture,Computer Science Engineering,B
26,B10,B10,Wednesday,17:00,18:00,T&NM_B,Transform and Numerical Methods,TCH1019,Dakshesh Bedi,R1045,Theory Classroom B-101,Campus-15B,Lecture,Computer Science Engineering,B
27,B10,B10,Thursday,08:00,09:00,PHY_LAB_B,Physics Lab,TCH1007,Luke Lanka,R1026,Theory Classroom CLA1,Campus-15B,Lecture,Computer Science Engineering,B
28,B10,B10,Thursday,09:00,10:00,ENGG.EL_B,Engineering Elective,TCH1054,Dalaja Bhasin,R1037,Theory Classroom CLA12,Campus-15B,Lecture,Computer Science Engineering,B
29,B10,B10,Thursday,10:00,11:00,T&NM_B,Transform and Numerical Methods,TCH1083,Sachi Borah,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,B
30,B10,B10,Thursday,11:20,12:20,EVS_B,Environmental Science,TCH1093,Ekbal Ranganathan,R1023,Theory Classroom A11,Campus-15B,Lecture,Computer Science Engineering,B
31,B10,B10,Thursday,13:00,14:00,SC.EL_B,Science Elective,TCH1092,Siddharth Devan,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,B
32,B10,B10,Thursday,14:00,15:00,SC.EL_B,Science Elective,TCH1043,Nihal Mukhopadhyay,R1027,Theory Classroom CLA2,Campus-15B,Lecture,Computer Science Engineering,B
33,B10,B10,Thursday,15:00,16:00,SC.LS_B,Science of Living Systems,TCH1093,Ekbal Ranganathan,R1050,Theory Classroom 202,Campus-15B,Lecture,Computer Science Engineering,B
34,B10,B10,Thursday,16:00,17:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1071,Rushil Rajagopalan,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,B
35,B10,B10,Thursday,17:00,18:00,ED_GRAPHICS_B,Engineering Drawing & Graphics,TCH1082,Siya Thakur,R1056,Electronics Lab,Campus-15B,Lecture,Computer Science Engineering,B
36,B10,B10,Friday,08:00,09:00,PHY_LAB_B,Physics Lab,TCH1039,Thomas Sura,R1066,Sports Yoga (SY),Campus-15B,Lecture,Computer Science Engineering,B
37,B10,B10,Friday,09:00,10:00,PROG_LAB_B,Tutorial & Programming Lab,TCH1044,Jai Barman,R1008,Theory Classroom C-14,Campus-15B,Lecture,Computer Science Engineering,B
